Phase,Day,UTC,posix[s],t[s],s[NM],h[ft],TAS[kt],mass[kg],FPA_a[º],THR[%],SB[%],nz[g],hp[ft],VS[ft/min],CAS[kt],mach[-],GS[kt],FPA_g[º],FlightID,reserved,Temp[ºC],Press[hPa],Wn[kt],We[kt],Ws[kt],Wx[kt],reserved,reserved,reserved,Lat[º],Lon[º],x[NM],y[NM],WP_prev,WP_next,Flight_Block,reserved,reserved,phi[º],heading[º],track[º],Radius[NM],reserved,reserved,reserved,gear,config,rating,packs,anti-ice,reserved,reserved,reserved,Drag[daN],CD[-],CL[-],Thrust[daN],FF[kg/h],FOB[kg],N1[%],N2[%],Tidle[daN],Tmax[daN],N1_idle[%],N1_max[%],reserved,reserved,reserved,sdot[kt],vdot[kt/s],mdot[kg/s],hdot[ft/min],hpdot[ft/min],vcasdot[kt/s],reserved,reserved,reserved,
    "TO_TOGA_CAS",2016-07-28,04:08:44,  1469678924,     37.00,  -942.38,   3544.5,  146.6,   64809.5,   9.29,  100.072,    0.000,  0.987,   3396.7,  2253.62,  136.4, 0.218954,  135.4,   9.91,EXAMPLE,,   22.22,  897.77,  -1.9, -12.7,  -9.0,   9.2,,,,  40.480767,  -3.533329,    245.57,   2419.68,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.4,  127.1,   0.00,,,,  "UP","CONF2","TOGA","OFF","OFF",,,,   5619.92,  0.15215,  1.6981,   16175.0, 7878.3,   5516.5,  0.0,  0.0,    -500.1,   16163.1,  0.0,  0.0,,,,   135.44,  0.08994,    -2.19,  2396.12,  2253.62,  0.00024,,,,
    "TO_TOGA_CAS",2016-07-28,04:08:45,  1469678925,     38.00,  -942.34,   3584.4,  146.7,   64807.3,   9.27,  100.070,    0.000,  0.987,   3434.2,  2253.37,  136.4, 0.219105,  135.5,   9.90,EXAMPLE,,   22.18,  896.52,  -1.7, -12.6,  -9.1,   8.9,,,,  40.480389,  -3.532673,    245.60,   2419.66,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.5,  127.1,   0.00,,,,  "UP","CONF2","TOGA","OFF","OFF",,,,   5619.94,  0.15215,  1.6981,   16163.1, 7874.8,   5514.3,  0.0,  0.0,    -498.2,   16151.4,  0.0,  0.0,,,,   135.47,  0.09000,    -2.19,  2394.82,  2253.37,  0.00021,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:45,  1469678925,     38.22,  -942.33,   3587.3,  146.7,   64806.8,   9.27,  131.778,    0.000,  0.987,   3436.9,  2253.20,  136.4, 0.219135,  135.5,   9.90,EXAMPLE,,   22.18,  896.43,  -1.6, -12.6,  -9.1,   8.9,,,,  40.480307,  -3.532531,    245.61,   2419.66,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.5,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5619.24,  0.15211,  1.6978,   16160.5, 7873.6,   5513.8,  0.0,  0.0,    -498.0,   12143.3,  0.0,  0.0,,,,   135.48,  0.09024,    -2.19,  2394.54,  2253.20,  0.00042,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:46,  1469678926,     39.22,  -942.29,   3611.7,  146.8,   64805.2,   5.65,  100.042,    0.000,  0.995,   3459.8,  1378.95,  136.4, 0.219227,  136.7,   6.04,EXAMPLE,,   22.15,  895.67,  -1.5, -12.5,  -9.1,   8.7,,,,  40.479926,  -3.531870,    245.64,   2419.63,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.6,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5699.27,  0.15427,  1.7119,   12143.3, 5672.2,   5512.2,  0.0,  0.0,    -496.8,   12138.0,  0.0,  0.0,,,,   136.71,  0.05515,    -1.58,  1464.42,  1378.95,  0.00023,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:47,  1469678927,     40.22,  -942.26,   3636.0,  146.9,   64803.7,   5.65,  100.041,    0.000,  0.995,   3482.8,  1378.80,  136.4, 0.219320,  136.7,   6.03,EXAMPLE,,   22.12,  894.91,  -1.3, -12.5,  -9.2,   8.6,,,,  40.479544,  -3.531208,    245.67,   2419.61,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.7,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5699.14,  0.15427,  1.7119,   12138.0, 5670.0,   5510.7,  0.0,  0.0,    -495.6,   12132.8,  0.0,  0.0,,,,   136.73,  0.05518,    -1.57,  1463.77,  1378.80,  0.00022,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:48,  1469678928,     41.22,  -942.22,   3660.4,  146.9,   64802.1,   5.64,  100.041,    0.000,  0.995,   3505.8,  1378.71,  136.4, 0.219412,  136.7,   6.03,EXAMPLE,,   22.09,  894.15,  -1.1, -12.4,  -9.2,   8.4,,,,  40.479162,  -3.530546,    245.70,   2419.59,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.8,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5699.01,  0.15427,  1.7119,   12132.8, 5667.7,   5509.1,  0.0,  0.0,    -494.5,   12127.6,  0.0,  0.0,,,,   136.75,  0.05522,    -1.57,  1463.13,  1378.71,  0.00020,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:49,  1469678929,     42.22,  -942.18,   3684.8,  147.0,   64800.5,   5.64,  100.041,    0.000,  0.995,   3528.7,  1378.67,  136.4, 0.219505,  136.8,   6.03,EXAMPLE,,   22.07,  893.39,  -1.0, -12.3,  -9.2,   8.2,,,,  40.478780,  -3.529884,    245.73,   2419.56,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.8,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.88,  0.15427,  1.7119,   12127.6, 5665.6,   5507.5,  0.0,  0.0,    -493.3,   12122.5,  0.0,  0.0,,,,   136.78,  0.05527,    -1.57,  1462.50,  1378.67,  0.00019,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:50,  1469678930,     43.22,  -942.14,   3709.1,  147.0,   64799.0,   5.63,  100.040,    0.000,  0.995,   3551.7,  1378.67,  136.4, 0.219597,  136.8,   6.02,EXAMPLE,,   22.04,  892.63,  -0.8, -12.3,  -9.3,   8.0,,,,  40.478398,  -3.529222,    245.76,   2419.54,"LEMD-14L","!BRA124-22",climb,,,   0.00,  123.9,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.75,  0.15426,  1.7119,   12122.5, 5663.4,   5506.0,  0.0,  0.0,    -492.2,   12117.5,  0.0,  0.0,,,,   136.81,  0.05532,    -1.57,  1461.88,  1378.67,  0.00017,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:51,  1469678931,     44.22,  -942.10,   3733.5,  147.1,   64797.4,   5.63,  100.040,    0.000,  0.995,   3574.6,  1378.73,  136.4, 0.219690,  136.8,   6.02,EXAMPLE,,   22.01,  891.87,  -0.7, -12.2,  -9.3,   7.9,,,,  40.478016,  -3.528559,    245.79,   2419.52,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.0,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.62,  0.15426,  1.7119,   12117.5, 5661.3,   5504.4,  0.0,  0.0,    -491.0,   12112.5,  0.0,  0.0,,,,   136.84,  0.05538,    -1.57,  1461.26,  1378.73,  0.00016,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:52,  1469678932,     45.22,  -942.07,   3757.8,  147.1,   64795.8,   5.63,  100.039,    0.000,  0.995,   3597.6,  1378.84,  136.4, 0.219782,  136.9,   6.02,EXAMPLE,,   21.99,  891.11,  -0.5, -12.1,  -9.3,   7.7,,,,  40.477634,  -3.527897,    245.82,   2419.50,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.0,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.49,  0.15426,  1.7118,   12112.5, 5659.2,   5502.8,  0.0,  0.0,    -489.8,   12107.5,  0.0,  0.0,,,,   136.88,  0.05544,    -1.57,  1460.66,  1378.84,  0.00014,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:53,  1469678933,     46.22,  -942.03,   3782.1,  147.2,   64794.2,   5.62,  100.039,    0.000,  0.995,   3620.6,  1379.00,  136.4, 0.219875,  136.9,   6.01,EXAMPLE,,   21.96,  890.36,  -0.4, -12.0,  -9.4,   7.5,,,,  40.477251,  -3.527234,    245.85,   2419.47,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.1,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.36,  0.15426,  1.7118,   12107.5, 5657.1,   5501.2,  0.0,  0.0,    -488.6,   12102.7,  0.0,  0.0,,,,   136.92,  0.05551,    -1.57,  1460.07,  1379.00,  0.00013,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:54,  1469678934,     47.22,  -941.99,   3806.4,  147.2,   64792.7,   5.62,  100.038,    0.000,  0.995,   3643.5,  1379.22,  136.4, 0.219968,  137.0,   6.01,EXAMPLE,,   21.93,  889.60,  -0.2, -11.9,  -9.4,   7.3,,,,  40.476869,  -3.526572,    245.88,   2419.45,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.2,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.23,  0.15426,  1.7118,   12102.7, 5655.1,   5499.7,  0.0,  0.0,    -487.5,   12097.8,  0.0,  0.0,,,,   136.96,  0.05558,    -1.57,  1459.49,  1379.22,  0.00011,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:55,  1469678935,     48.22,  -941.95,   3830.7,  147.3,   64791.1,   5.61,  100.038,    0.000,  0.995,   3666.5,  1379.48,  136.4, 0.220061,  137.0,   6.00,EXAMPLE,,   21.91,  888.84,  -0.0, -11.8,  -9.4,   7.2,,,,  40.476486,  -3.525908,    245.91,   2419.43,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.3,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5698.10,  0.15425,  1.7118,   12097.8, 5653.1,   5498.1,  0.0,  0.0,    -486.3,   12093.1,  0.0,  0.0,,,,   137.00,  0.05565,    -1.57,  1458.91,  1379.48,  0.00009,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:56,  1469678936,     49.22,  -941.91,   3855.0,  147.4,   64789.5,   5.61,  100.037,    0.000,  0.995,   3689.5,  1379.79,  136.4, 0.220153,  137.1,   6.00,EXAMPLE,,   21.88,  888.08,   0.1, -11.7,  -9.4,   7.0,,,,  40.476104,  -3.525245,    245.94,   2419.40,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.3,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.97,  0.15425,  1.7118,   12093.1, 5651.1,   5496.5,  0.0,  0.0,    -485.1,   12088.4,  0.0,  0.0,,,,   137.05,  0.05574,    -1.57,  1458.35,  1379.79,  0.00008,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:57,  1469678937,     50.22,  -941.87,   3879.3,  147.4,   64788.0,   5.60,  100.037,    0.000,  0.995,   3712.5,  1380.16,  136.4, 0.220246,  137.1,   5.99,EXAMPLE,,   21.86,  887.33,   0.2, -11.6,  -9.4,   6.8,,,,  40.475721,  -3.524582,    245.97,   2419.38,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.4,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.84,  0.15425,  1.7118,   12088.4, 5649.1,   5495.0,  0.0,  0.0,    -483.9,   12083.7,  0.0,  0.0,,,,   137.10,  0.05582,    -1.57,  1457.79,  1380.16,  0.00006,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:58,  1469678938,     51.22,  -941.84,   3903.6,  147.5,   64786.4,   5.60,  100.037,    0.000,  0.995,   3735.5,  1380.57,  136.4, 0.220339,  137.2,   5.99,EXAMPLE,,   21.83,  886.57,   0.4, -11.6,  -9.5,   6.7,,,,  40.475338,  -3.523918,    246.00,   2419.36,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.5,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.71,  0.15425,  1.7118,   12083.7, 5647.2,   5493.4,  0.0,  0.0,    -482.7,   12079.1,  0.0,  0.0,,,,   137.16,  0.05591,    -1.57,  1457.25,  1380.57,  0.00004,,,,
    "TO_MCLB_CAS",2016-07-28,04:08:59,  1469678939,     52.22,  -941.80,   3927.8,  147.5,   64784.8,   5.60,  100.036,    0.000,  0.995,   3758.5,  1381.04,  136.4, 0.220432,  137.2,   5.98,EXAMPLE,,   21.81,  885.82,   0.5, -11.5,  -9.5,   6.5,,,,  40.474954,  -3.523254,    246.03,   2419.33,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.5,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.58,  0.15424,  1.7117,   12079.1, 5645.3,   5491.8,  0.0,  0.0,    -481.6,   12074.5,  0.0,  0.0,,,,   137.22,  0.05601,    -1.57,  1456.71,  1381.04,  0.00002,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:00,  1469678940,     53.22,  -941.76,   3952.1,  147.6,   64783.3,   5.59,  100.036,    0.000,  0.995,   3781.5,  1381.55,  136.4, 0.220525,  137.3,   5.98,EXAMPLE,,   21.78,  885.06,   0.7, -11.4,  -9.5,   6.3,,,,  40.474571,  -3.522590,    246.06,   2419.31,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.6,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.45,  0.15424,  1.7117,   12074.5, 5643.4,   5490.3,  0.0,  0.0,    -480.4,   12070.0,  0.0,  0.0,,,,   137.28,  0.05611,    -1.57,  1456.18,  1381.55,  0.00001,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:01,  1469678941,     54.22,  -941.72,   3976.4,  147.6,   64781.7,   5.59,  100.036,    0.000,  0.995,   3804.5,  1382.11,  136.4, 0.220618,  137.3,   5.97,EXAMPLE,,   21.76,  884.30,   0.8, -11.3,  -9.5,   6.2,,,,  40.474188,  -3.521925,    246.09,   2419.29,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.7,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.33,  0.15424,  1.7117,   12070.0, 5641.6,   5488.7,  0.0,  0.0,    -479.2,   12065.6,  0.0,  0.0,,,,   137.34,  0.05621,    -1.57,  1455.65,  1382.11, -0.00001,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:02,  1469678942,     55.22,  -941.68,   4000.6,  147.7,   64780.1,   5.58,  100.035,    0.000,  0.995,   3827.5,  1382.73,  136.4, 0.220711,  137.4,   5.97,EXAMPLE,,   21.73,  883.55,   0.9, -11.2,  -9.5,   6.0,,,,  40.473804,  -3.521260,    246.12,   2419.26,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.7,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.20,  0.15424,  1.7117,   12065.6, 5639.8,   5487.1,  0.0,  0.0,    -478.0,   12061.2,  0.0,  0.0,,,,   137.41,  0.05632,    -1.57,  1455.14,  1382.73, -0.00003,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:03,  1469678943,     56.22,  -941.65,   4024.8,  147.7,   64778.6,   5.58,  100.035,    0.000,  0.995,   3850.5,  1383.34,  136.4, 0.220805,  137.5,   5.96,EXAMPLE,,   21.71,  882.79,   1.0, -11.1,  -9.5,   5.8,,,,  40.473420,  -3.520595,    246.15,   2419.24,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.8,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5697.07,  0.15424,  1.7117,   12061.2, 5638.0,   5485.6,  0.0,  0.0,    -476.8,   12056.8,  0.0,  0.0,,,,   137.48,  0.05644,    -1.57,  1454.63,  1383.34, -0.00004,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:04,  1469678944,     57.22,  -941.61,   4049.0,  147.8,   64777.0,   5.58,  100.034,    0.000,  0.995,   3873.6,  1383.89,  136.4, 0.220898,  137.6,   5.96,EXAMPLE,,   21.69,  882.04,   1.2, -11.0,  -9.4,   5.7,,,,  40.473036,  -3.519929,    246.18,   2419.22,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.8,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5696.95,  0.15423,  1.7117,   12056.8, 5636.2,   5484.0,  0.0,  0.0,    -475.6,   12052.5,  0.0,  0.0,,,,   137.55,  0.05656,    -1.57,  1454.13,  1383.89, -0.00005,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:05,  1469678945,     58.22,  -941.57,   4073.3,  147.9,   64775.4,   5.57,  100.034,    0.000,  0.995,   3896.6,  1384.39,  136.4, 0.220991,  137.6,   5.95,EXAMPLE,,   21.66,  881.28,   1.3, -10.9,  -9.4,   5.5,,,,  40.472652,  -3.519264,    246.21,   2419.19,"LEMD-14L","!BRA124-22",climb,,,   0.00,  124.9,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5696.82,  0.15423,  1.7117,   12052.5, 5634.5,   5482.4,  0.0,  0.0,    -474.4,   12048.2,  0.0,  0.0,,,,   137.63,  0.05667,    -1.57,  1453.65,  1384.39, -0.00007,,,,
    "TO_MCLB_CAS",2016-07-28,04:09:06,  1469678946,     59.22,  -941.53,   4097.5,  147.9,   64773.9,   5.57,  100.034,    0.000,  0.995,   3919.7,  1384.84,  136.4, 0.221085,  137.7,   5.95,EXAMPLE,,   21.64,  880.53,   1.4, -10.8,  -9.4,   5.4,,,,  40.472267,  -3.518597,    246.24,   2419.17,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.0,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5696.69,  0.15423,  1.7117,   12048.2, 5632.7,   5480.9,  0.0,  0.0,    -473.2,   12044.0,  0.0,  0.0,,,,   137.71,  0.05678,    -1.56,  1453.18,  1384.84, -0.00008,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:07,  1469678947,     60.19,  -941.49,   4122.5,  148.0,   64772.3,   5.56,  100.035,    0.000,  0.995,   3943.5,  1385.27,  136.4, 0.221177,  137.8,   5.94,EXAMPLE,,   21.62,  879.75,   1.5, -10.6,  -9.4,   5.2,,,,  40.471891,  -3.517945,    246.27,   2419.15,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.0,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5696.75,  0.15424,  1.7117,   12044.1, 5631.1,   5479.3,  0.0,  0.0,    -472.0,   12039.6,  0.0,  0.0,,,,   137.79,  0.05683,    -1.56,  1452.74,  1385.27, -0.00014,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:08,  1469678948,     61.19,  -941.46,   4130.0,  149.3,   64770.8,   1.71,   99.935,    0.000,  1.000,   3950.7,   430.09,  137.6, 0.223170,  139.8,   1.82,EXAMPLE,,   21.61,  879.52,   1.5, -10.6,  -9.4,   5.2,,,,  40.471502,  -3.517272,    246.30,   2419.13,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.1,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5666.74,  0.15074,  1.6889,   12039.6, 5640.3,   5477.8,  0.0,  0.0,    -462.5,   12047.8,  0.0,  0.0,,,,   139.76,  1.34531,    -1.57,   449.95,   430.09,  1.22576,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:09,  1469678949,     62.19,  -941.42,   4137.7,  150.7,   64769.2,   1.73,   99.936,    0.000,  1.000,   3958.1,   439.58,  138.9, 0.225189,  141.1,   1.84,EXAMPLE,,   21.60,  879.28,   1.6, -10.6,  -9.4,   5.1,,,,  40.471110,  -3.516592,    246.33,   2419.10,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.1,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5597.02,  0.14627,  1.6591,   12047.8, 5655.5,   5476.2,  0.0,  0.0,    -453.0,   12055.9,  0.0,  0.0,,,,   141.11,  1.36148,    -1.57,   459.81,   439.58,  1.24007,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:10,  1469678950,     63.19,  -941.38,   4145.5,  152.0,   64767.6,   1.75,   99.937,    0.000,  1.000,   3965.6,   449.03,  140.1, 0.227232,  142.5,   1.86,EXAMPLE,,   21.59,  879.03,   1.6, -10.5,  -9.4,   5.1,,,,  40.470714,  -3.515906,    246.36,   2419.08,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.1,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5529.78,  0.14196,  1.6298,   12055.9, 5670.9,   5474.6,  0.0,  0.0,    -443.6,   12063.8,  0.0,  0.0,,,,   142.47,  1.37711,    -1.58,   469.64,   449.03,  1.25387,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:11,  1469678951,     64.19,  -941.34,   4153.5,  153.4,   64766.0,   1.77,   99.938,    0.000,  1.000,   3973.2,   458.46,  141.4, 0.229298,  143.9,   1.88,EXAMPLE,,   21.59,  878.78,   1.7, -10.5,  -9.4,   5.0,,,,  40.470314,  -3.515213,    246.40,   2419.05,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.2,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5465.07,  0.13782,  1.6010,   12063.8, 5686.3,   5473.0,  0.0,  0.0,    -434.2,   12071.6,  0.0,  0.0,,,,   143.86,  1.39218,    -1.58,   479.43,   458.46,  1.26714,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:12,  1469678952,     65.19,  -941.30,   4161.7,  154.8,   64764.5,   1.79,   99.939,    0.000,  1.000,   3981.0,   467.83,  142.6, 0.231387,  145.3,   1.90,EXAMPLE,,   21.58,  878.53,   1.7, -10.5,  -9.4,   5.0,,,,  40.469910,  -3.514514,    246.43,   2419.03,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.2,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5402.90,  0.13385,  1.5726,   12071.6, 5701.7,   5471.5,  0.0,  0.0,    -424.9,   12079.2,  0.0,  0.0,,,,   145.25,  1.40668,    -1.58,   489.17,   467.83,  1.27987,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:13,  1469678953,     66.19,  -941.26,   4170.0,  156.2,   64762.9,   1.81,   99.940,    0.000,  1.000,   3989.0,   477.15,  143.9, 0.233497,  146.7,   1.92,EXAMPLE,,   21.57,  878.27,   1.7, -10.4,  -9.4,   4.9,,,,  40.469502,  -3.513808,    246.46,   2419.00,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.3,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5343.31,  0.13003,  1.5447,   12079.2, 5717.3,   5469.9,  0.0,  0.0,    -415.7,   12086.6,  0.0,  0.0,,,,   146.67,  1.42060,    -1.59,   498.85,   477.15,  1.29206,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:14,  1469678954,     67.19,  -941.22,   4178.5,  157.6,   64761.3,   1.83,   99.942,    0.000,  0.999,   3997.1,   486.42,  145.2, 0.235628,  148.1,   1.94,EXAMPLE,,   21.56,  878.00,   1.8, -10.4,  -9.4,   4.9,,,,  40.469091,  -3.513094,    246.49,   2418.98,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.3,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5286.31,  0.12636,  1.5173,   12086.6, 5732.9,   5468.3,  0.0,  0.0,    -406.5,   12093.9,  0.0,  0.0,,,,   148.09,  1.43395,    -1.59,   508.47,   486.42,  1.30371,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:15,  1469678955,     68.19,  -941.17,   4187.1,  159.1,   64759.7,   1.84,   99.943,    0.000,  0.999,   4005.3,   495.61,  146.5, 0.237779,  149.5,   1.96,EXAMPLE,,   21.56,  877.73,   1.8, -10.4,  -9.4,   4.8,,,,  40.468675,  -3.512374,    246.52,   2418.95,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.3,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5231.91,  0.12285,  1.4904,   12093.9, 5748.5,   5466.7,  0.0,  0.0,    -397.4,   12101.0,  0.0,  0.0,,,,   149.54,  1.44671,    -1.60,   518.01,   495.61,  1.31481,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:16,  1469678956,     69.19,  -941.13,   4195.9,  160.5,   64758.1,   1.86,   99.945,    0.000,  0.999,   4013.7,   504.72,  147.8, 0.239949,  151.0,   1.98,EXAMPLE,,   21.55,  877.46,   1.9, -10.3,  -9.4,   4.7,,,,  40.468255,  -3.511647,    246.56,   2418.93,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.4,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5180.12,  0.11948,  1.4640,   12101.0, 5764.2,   5465.1,  0.0,  0.0,    -388.4,   12108.0,  0.0,  0.0,,,,   150.99,  1.45889,    -1.60,   527.46,   504.72,  1.32536,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:17,  1469678957,     70.19,  -941.09,   4204.8,  162.0,   64756.5,   1.88,   99.946,    0.000,  0.999,   4022.3,   513.75,  149.2, 0.242137,  152.5,   1.99,EXAMPLE,,   21.54,  877.18,   1.9, -10.3,  -9.4,   4.7,,,,  40.467831,  -3.510913,    246.59,   2418.90,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.4,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5130.93,  0.11625,  1.4380,   12108.0, 5779.9,   5463.5,  0.0,  0.0,    -379.5,   12114.7,  0.0,  0.0,,,,   152.46,  1.47048,    -1.61,   536.83,   513.75,  1.33536,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:18,  1469678958,     71.19,  -941.05,   4213.9,  163.4,   64754.9,   1.89,   99.948,    0.000,  0.999,   4031.0,   522.68,  150.5, 0.244342,  153.9,   2.01,EXAMPLE,,   21.53,  876.90,   1.9, -10.3,  -9.4,   4.6,,,,  40.467403,  -3.510172,    246.63,   2418.88,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.4,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5084.36,  0.11316,  1.4126,   12114.7, 5795.6,   5461.9,  0.0,  0.0,    -370.8,   12121.2,  0.0,  0.0,,,,   153.94,  1.48148,    -1.61,   546.09,   522.68,  1.34480,,,,
 "ACC-SEGMENT_TO",2016-07-28,04:09:19,  1469678959,     72.19,  -941.00,   4223.2,  164.9,   64753.3,   1.91,   99.950,    0.000,  0.999,   4039.9,   531.51,  151.9, 0.246564,  155.4,   2.02,EXAMPLE,,   21.52,  876.61,   2.0, -10.2,  -9.4,   4.6,,,,  40.466971,  -3.509423,    246.66,   2418.85,"LEMD-14L","!BRA124-22",climb,,,   0.00,  125.5,  127.1,   0.00,,,,  "UP","CONF2","MCLB","OFF","OFF",,,,   5040.38,  0.11021,  1.3877,   12121.2, 5811.3,   5460.3,  0.0,  0.0,    -362.1,   12127.5,  0.0,  0.0,,,,   155.43,  1.49189,    -1.61,   555.25,   531.51,  1.35369,,,,
